"Location","String Value","String Representation","Data Type"
"822835a8","UserStorageProtocol::GetContentURLAndSize_V1","\"UserStorageProtocol::GetContentURLAndSize_V1\"","ds"
"822835d8","UserStorageProtocol::GetMetaData_V1","\"UserStorageProtocol::GetMetaData_V1\"","ds"
"822835fc","UserStorageProtocol::Like_V1","\"UserStorageProtocol::Like_V1\"","ds"
"8228361c","UserStorageProtocol::Dislike_V1","\"UserStorageProtocol::Dislike_V1\"","ds"
"8228363c","UserStorageProtocol::ResetLikeState_V1","\"UserStorageProtocol::ResetLikeState_V1\"","ds"
"82283664","UserStorageProtocol::GetLikeState_V1","\"UserStorageProtocol::GetLikeState_V1\"","ds"
"8228368c","UserStorageProtocol::GetFavorites_V1","\"UserStorageProtocol::GetFavorites_V1\"","ds"
"822836b4","UserStorageProtocol::MakeFavorite_V1","\"UserStorageProtocol::MakeFavorite_V1\"","ds"
"822836dc","UserStorageProtocol::RemoveFromFavorites_V1","\"UserStorageProtocol::RemoveFromFavorites_V1\"","ds"
"82283708","UserStorageProtocol::ReportInappropriate_V1","\"UserStorageProtocol::ReportInappropriate_V1\"","ds"
"82283734","UserStorageProtocol::IncrementPlayCount_V1","\"UserStorageProtocol::IncrementPlayCount_V1\"","ds"
"82283760","UserStorageProtocol::UpdateCustomStat_V1","\"UserStorageProtocol::UpdateCustomStat_V1\"","ds"
"8228378c","UserStorageProtocol::GetOwnContents_V1","\"UserStorageProtocol::GetOwnContents_V1\"","ds"
"822837b4","UserStorageProtocol::GetMostPopularTags_V1","\"UserStorageProtocol::GetMostPopularTags_V1\"","ds"
"822837e0","UserStorageProtocol::GetTags_V1","\"UserStorageProtocol::GetTags_V1\"","ds"
"82283800","UserStorageProtocol::TagContent_V1","\"UserStorageProtocol::TagContent_V1\"","ds"
"82283824","UserStorageProtocol::SearchContentsByPlayers_V1","\"UserStorageProtocol::SearchContentsByPlayers_V1\"","ds"
"82283854","UserStorageProtocol::SearchContentsByPlayersWithTotal_V1","\"UserStorageProtocol::SearchContentsByPlayersWithTotal_V1\"","ds"
"82283890","UserStorageProtocol::Rate_V1","\"UserStorageProtocol::Rate_V1\"","ds"
"822838b0","UserStorageProtocol::GetStarRating_V1","\"UserStorageProtocol::GetStarRating_V1\"","ds"
"822838d8","UserStorageProtocol::GetStarRating_V2","\"UserStorageProtocol::GetStarRating_V2\"","ds"
"82283900","UserStorageProtocol::GetRemainingQuota_V1","\"UserStorageProtocol::GetRemainingQuota_V1\"","ds"
"8228392c","UserStorageProtocol::GetTotalQuota_V1","\"UserStorageProtocol::GetTotalQuota_V1\"","ds"
"82283954","UserStorageProtocol::GetPlayerFeed_V1","\"UserStorageProtocol::GetPlayerFeed_V1\"","ds"
"8228397c","UserStorageProtocol::GetFeed_V1","\"UserStorageProtocol::GetFeed_V1\"","ds"
"8228399c","UserStorageProtocol","\"UserStorageProtocol\"","ds"
"822839d8","Hermes::UGCService::UpdateSharingFlags(Ln 238) - TaskRDV_USUpdateSharingFlags","\"Hermes::UGCService::UpdateSharingFlags(Ln 238) - TaskRDV_USUpdateSharingFlags\"","ds"
"82283a4c","TaskRDV_USIncrementPlayCount","\"TaskRDV_USIncrementPlayCount\"","ds"
"82283ac8","TaskRDV_USSearchAndCount","\"TaskRDV_USSearchAndCount\"","ds"
"82283bcc","TaskRDV_USSaveMetaData","\"TaskRDV_USSaveMetaData\"","ds"
"82283c08","TaskRDV_USDeleteContent","\"TaskRDV_USDeleteContent\"","ds"
"82283cbc","TaskRDV_USGetMetaData","\"TaskRDV_USGetMetaData\"","ds"
"82283cf8","TaskRDV_USUnlike","\"TaskRDV_USUnlike\"","ds"
"82283d68","TaskRDV_USReportInappropriate","\"TaskRDV_USReportInappropriate\"","ds"
"82283dac","TaskRDV_USGetOwnContents","\"TaskRDV_USGetOwnContents\"","ds"
"82283dec","TaskRDV_USSaveContentExternal","\"TaskRDV_USSaveContentExternal\"","ds"
"82283e30","TaskRDV_USGetContentExternal","\"TaskRDV_USGetContentExternal\"","ds"
"82283e90","..\..\..\src\online\Hermes\Private\Services\UGC\UGCService.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\UGC\\UGCService.cpp\"","ds"
"82283ed0","Hermes::UGCService::search(Ln 64) - TaskRDV_USSearch","\"Hermes::UGCService::search(Ln 64) - TaskRDV_USSearch\"","ds"
"82283f08","Hermes::UGCService::search(Ln 62) - TaskRDV_USSearchAndCount","\"Hermes::UGCService::search(Ln 62) - TaskRDV_USSearchAndCount\"","ds"
"82283f48","Hermes::UGCService::searchByPlayers(Ln 83) - TaskRDV_USSearchByPlayers","\"Hermes::UGCService::searchByPlayers(Ln 83) - TaskRDV_USSearchByPlayers\"","ds"
"82283f90","Hermes::UGCService::searchByPlayers(Ln 81) - TaskRDV_USSearchByPlayersAndCount","\"Hermes::UGCService::searchByPlayers(Ln 81) - TaskRDV_USSearchByPlayersAndCount\"","ds"
"82283fe0","Hermes::UGCService::searchByFriends(Ln 96) - Task_USSearchByFriendsMasterTask","\"Hermes::UGCService::searchByFriends(Ln 96) - Task_USSearchByFriendsMasterTask\"","ds"
"82284030","Hermes::UGCService::searchByFriends(Ln 92) - Task_USSearchByFriendsMasterTask","\"Hermes::UGCService::searchByFriends(Ln 92) - Task_USSearchByFriendsMasterTask\"","ds"
"82284080","Hermes::UGCService::saveContentDB(Ln 105) - TaskRDV_USSaveContentDB","\"Hermes::UGCService::saveContentDB(Ln 105) - TaskRDV_USSaveContentDB\"","ds"
"822840c8","Hermes::UGCService::saveMetaData(Ln 114) - TaskRDV_USSaveMetaData","\"Hermes::UGCService::saveMetaData(Ln 114) - TaskRDV_USSaveMetaData\"","ds"
"82284110","Hermes::UGCService::deleteContent(Ln 120) - TaskRDV_USDeleteContent","\"Hermes::UGCService::deleteContent(Ln 120) - TaskRDV_USDeleteContent\"","ds"
"82284158","Hermes::UGCService::getContentDB(Ln 127) - TaskRDV_USGetContentDB","\"Hermes::UGCService::getContentDB(Ln 127) - TaskRDV_USGetContentDB\"","ds"
"822841a0","Hermes::UGCService::getContentURL(Ln 136) - TaskRDV_USGetContentURL","\"Hermes::UGCService::getContentURL(Ln 136) - TaskRDV_USGetContentURL\"","ds"
"822841e8","Hermes::UGCService::getMetaData(Ln 142) - TaskRDV_USGetMetaData","\"Hermes::UGCService::getMetaData(Ln 142) - TaskRDV_USGetMetaData\"","ds"
"82284228","Hermes::UGCService::getContentExternal(Ln 149) - TaskRDV_USGetContentExternal","\"Hermes::UGCService::getContentExternal(Ln 149) - TaskRDV_USGetContentExternal\"","ds"
"82284278","Hermes::UGCService::Like(Ln 160) - TaskRDV_USLike","\"Hermes::UGCService::Like(Ln 160) - TaskRDV_USLike\"","ds"
"822842ac","Hermes::UGCService::Unlike(Ln 168) - TaskRDV_USUnlike","\"Hermes::UGCService::Unlike(Ln 168) - TaskRDV_USUnlike\"","ds"
"822842e4","Hermes::UGCService::isLiked(Ln 175) - TaskRDV_USIsLiked","\"Hermes::UGCService::isLiked(Ln 175) - TaskRDV_USIsLiked\"","ds"
"82284320","Hermes::UGCService::reportInappropriate(Ln 181) - TaskRDV_USReportInappropriate","\"Hermes::UGCService::reportInappropriate(Ln 181) - TaskRDV_USReportInappropriate\"","ds"
"82284370","Hermes::UGCService::incrementPlayCount(Ln 187) - TaskRDV_USIncrementPlayCount","\"Hermes::UGCService::incrementPlayCount(Ln 187) - TaskRDV_USIncrementPlayCount\"","ds"
"822843c0","Hermes::UGCService::getOwnContents(Ln 199) - TaskRDV_USGetOwnContents","\"Hermes::UGCService::getOwnContents(Ln 199) - TaskRDV_USGetOwnContents\"","ds"
"82284408","Hermes::UGCService::getHighlightsSources(Ln 223) - TaskRDV_USGetHighlightSources","\"Hermes::UGCService::getHighlightsSources(Ln 223) - TaskRDV_USGetHighlightSources\"","ds"
"82284460","You are not signed in. Please check that you have a valid internet connection from your kit\, and an account signed in.","\"You are not signed in. Please check that you have a valid internet connection from your kit\, and an account signed in.\"","ds"
"822844d8","Hermes::UGCFileTransferService::saveContentExternal(Ln 248) - TaskRDV_USSaveContentExternal","\"Hermes::UGCFileTransferService::saveContentExternal(Ln 248) - TaskRDV_USSaveContentExternal\"","ds"
"82284570","..\..\..\src\online\Hermes\Private\Services\Http\Task\TaskUS_HttpGetContentLength.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\Http\\Task\\TaskUS_HttpGetContentLength.cpp\"","ds"
"822845c8","Content-Length: %lu\, HTTP result: %lu","\"Content-Length: %lu\, HTTP result: %lu\"","ds"
"82284654","TaskUS_HttpStreamGet","\"TaskUS_HttpStreamGet\"","ds"
"82284670","..\..\..\src\online\Hermes\Private\Services\Http\Task\TaskUS_HttpStreamGet.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\Http\\Task\\TaskUS_HttpStreamGet.cpp\"","ds"
"822846c0","Range: bytes=","\"Range: bytes=\"","ds"
"822846d4","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"822846f4","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"8228470c","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"8228473c","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"8228476c","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"8228479c","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"822847cc","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"822847f4","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"8228481c","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"82284848","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"82284868","WDFTournamentProtocol::GetTournamentCurrent_V1","\"WDFTournamentProtocol::GetTournamentCurrent_V1\"","ds"
"82284898","WDFTournamentProtocol::GetTournamentPrevious_V1","\"WDFTournamentProtocol::GetTournamentPrevious_V1\"","ds"
"822848c8","WDFTournamentProtocol::GetTopPlayersCurrent_V1","\"WDFTournamentProtocol::GetTopPlayersCurrent_V1\"","ds"
"822848f8","WDFTournamentProtocol::GetTopPlayersPrevious_V1","\"WDFTournamentProtocol::GetTopPlayersPrevious_V1\"","ds"
"82284928","WDFTournamentProtocol::GetTopPlayersByCountryCurrent_V1","\"WDFTournamentProtocol::GetTopPlayersByCountryCurrent_V1\"","ds"
"82284960","WDFTournamentProtocol::GetTopPlayersByCountryPrevious_V1","\"WDFTournamentProtocol::GetTopPlayersByCountryPrevious_V1\"","ds"
"8228499c","WDFTournamentProtocol::GetTopFriendsCurrent_V1","\"WDFTournamentProtocol::GetTopFriendsCurrent_V1\"","ds"
"822849cc","WDFTournamentProtocol::GetTopFriendsPrevious_V1","\"WDFTournamentProtocol::GetTopFriendsPrevious_V1\"","ds"
"822849fc","WDFTournamentProtocol::GetPlayerListCurrent_V1","\"WDFTournamentProtocol::GetPlayerListCurrent_V1\"","ds"
"82284a2c","WDFTournamentProtocol::GetPlayerListPrevious_V1","\"WDFTournamentProtocol::GetPlayerListPrevious_V1\"","ds"
"82284a5c","WDFTournamentProtocol::GetParticipationCount_V1","\"WDFTournamentProtocol::GetParticipationCount_V1\"","ds"
"82284a8c","WDFTournamentProtocol::SendFinalScore_V1","\"WDFTournamentProtocol::SendFinalScore_V1\"","ds"
"82284ab8","WDFTournamentProtocol","\"WDFTournamentProtocol\"","ds"
"82284b1c","TaskRdv_GetTournamentDataCurrent","\"TaskRdv_GetTournamentDataCurrent\"","ds"
"82284b60","TaskRdv_GetTournamentDataPrevious","\"TaskRdv_GetTournamentDataPrevious\"","ds"
"82284ba4","TaskRdv_GetTopPlayersCurrent","\"TaskRdv_GetTopPlayersCurrent\"","ds"
"82284be4","TaskRdv_GetTopPlayersPrevious","\"TaskRdv_GetTopPlayersPrevious\"","ds"
"82284ca4","TaskRdv_GetNumberOfParticipation","\"TaskRdv_GetNumberOfParticipation\"","ds"
"82284ce8","TaskRdv_SendFinalScore","\"TaskRdv_SendFinalScore\"","ds"
"82284d00","..\..\..\src\online\Hermes\Private\Services\WDFTournament\Task\TaskRDV_WDFTournament.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\WDFTournament\\Task\\TaskRDV_WDFTournament.cpp\"","ds"
"82284d9c","TaskRdv_GetPlayerCurrent","\"TaskRdv_GetPlayerCurrent\"","ds"
"82284db8","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"82284dd8","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"82284df0","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"82284e20","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"82284e50","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"82284e80","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"82284eb0","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"82284ed8","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"82284f00","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"82284f2c","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"82284f4c","UnlockSystemProtocol::GetUnlocks_V1","\"UnlockSystemProtocol::GetUnlocks_V1\"","ds"
"82284f70","UnlockSystemProtocol::GetFreeMashups_V1","\"UnlockSystemProtocol::GetFreeMashups_V1\"","ds"
"82284f98","UnlockSystemProtocol::GetAvatars_V1","\"UnlockSystemProtocol::GetAvatars_V1\"","ds"
"82284fbc","UnlockSystemProtocol::GetSKUItemsHighlightPosition_V1","\"UnlockSystemProtocol::GetSKUItemsHighlightPosition_V1\"","ds"
"82284ff4","UnlockSystemProtocol","\"UnlockSystemProtocol\"","ds"
"82285010","..\..\..\src\online\Hermes\Private\Services\Unlock\Task\TaskRDV_Unlock.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\Unlock\\Task\\TaskRDV_Unlock.cpp\"","ds"
"822850a8","TaskRdv_GetFreeMashups","\"TaskRdv_GetFreeMashups\"","ds"
"822850dc","TaskRdv_GetAvatars","\"TaskRdv_GetAvatars\"","ds"
"8228510c","TaskRdv_GetSkuItems","\"TaskRdv_GetSkuItems\"","ds"
"82285150","..\..\..\src\online\Hermes\Private\Services\Custom\Task\Task_Generic.cpp","\"..\\..\\..\\src\\online\\Hermes\\Private\\Services\\Custom\\Task\\Task_Generic.cpp\"","ds"
"822851d4","DiskCache content","\"DiskCache content\"","ds"
"822851e8","Hermes::MemoryCache::CacheLine::CacheLine","\"Hermes::MemoryCache::CacheLine::CacheLine\"","ds"
"82285214","Hermes::MemoryCache::FetchEntry","\"Hermes::MemoryCache::FetchEntry\"","ds"
"82285234","Primary cache full. Flushing old entries!","\"Primary cache full. Flushing old entries!\"","ds"
"8228527c","Hermes::MemoryCache::AddEntry_i(Ln 206) - CacheLine","\"Hermes::MemoryCache::AddEntry_i(Ln 206) - CacheLine\"","ds"
"822852b8","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"822852d8","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"822852f0","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"82285320","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"82285350","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"82285380","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"822853b0","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"822853d8","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"82285400","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"8228542c","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
"822854c8","UGCSaveTask","\"UGCSaveTask\"","ds"
"822854d4","UGCLikeTask","\"UGCLikeTask\"","ds"
"822854e0","UGCReportInappropriateTask","\"UGCReportInappropriateTask\"","ds"
"822854fc","UGCFetchURL","\"UGCFetchURL\"","ds"
"82285508","UGCIncrementPlayCount","\"UGCIncrementPlayCount\"","ds"
"82285520","UGCFetchIsLiked","\"UGCFetchIsLiked\"","ds"
"82285530","UGCFetchMetaData","\"UGCFetchMetaData\"","ds"
"82285548","Currently supports only one browser\, change this to non-static if needed","\"Currently supports only one browser\, change this to non-static if needed\"","ds"
"82285598","Hermes::Content::UpdateSharingFlags(Ln 238) - UGCUpdateSharingFlags","\"Hermes::Content::UpdateSharingFlags(Ln 238) - UGCUpdateSharingFlags\"","ds"
"822855e4","requestCancel()","\"requestCancel()\"","ds"
"822855f4","CurrentFile.%s","\"CurrentFile.%s\"","ds"
"82285604","File%llu-%llx-%u.jpg","\"File%llu-%llx-%u.jpg\"","ds"
"82285620","Local content must have called SetCacheFilename for the thumbnail","\"Local content must have called SetCacheFilename for the thumbnail\"","ds"
"82285664","Cancelling File Operation","\"Cancelling File Operation\"","ds"
"82285680","Hermes::Content::FileUpload(Ln 771) - UGCContentUploadTask","\"Hermes::Content::FileUpload(Ln 771) - UGCContentUploadTask\"","ds"
"822856bc","Incorrect number of upload requests!","\"Incorrect number of upload requests!\"","ds"
"822856e4","Incorrect number of HTTP readers!","\"Incorrect number of HTTP readers!\"","ds"
"82285708","reader count doesn't match upload request count!","\"reader count doesn't match upload request count!\"","ds"
"82285860","Hermes::Content::FileDownload(Ln 834) - UGCFileDownloadTask(*this\, *writers_\, fr\, transferOwnership\, GetBrowser())","\"Hermes::Content::FileDownload(Ln 834) - UGCFileDownloadTask(*this\, *writers_\, fr\, transferOwnership\, GetBrowser())\"","ds"
"822858d4","Wrong number of writers!","\"Wrong number of writers!\"","ds"
"822858f0","Failed to allocate HTTPWriter!","\"Failed to allocate HTTPWriter!\"","ds"
"82285910","Hermes::Content::FileDownload(Ln 811) - rdv::qList<rdv::HTTPWriter*>","\"Hermes::Content::FileDownload(Ln 811) - rdv::qList<rdv::HTTPWriter*>\"","ds"
"82285b8c","Hermes::Content::FetchIsLiked(Ln 513) - UGCFetchIsLikedTask","\"Hermes::Content::FetchIsLiked(Ln 513) - UGCFetchIsLikedTask\"","ds"
"82285bc8","Hermes::Content::FetchMetadata(Ln 520) - UGCFetchMetaData","\"Hermes::Content::FetchMetadata(Ln 520) - UGCFetchMetaData\"","ds"
"82285c04","Hermes::Content::FetchURL(Ln 569) - UGCFetchURLTask","\"Hermes::Content::FetchURL(Ln 569) - UGCFetchURLTask\"","ds"
"82285c38","Fetching URL (0x%lx\, %lu\, %u)","\"Fetching URL (0x%lx\, %lu\, %u)\"","ds"
"82285c58","Hermes::Content::SaveMetadataToServer(Ln 614) - UGCSaveTask","\"Hermes::Content::SaveMetadataToServer(Ln 614) - UGCSaveTask\"","ds"
"82285c94","Hermes::Content::LikeUnlike(Ln 646) - UGCLikeTask","\"Hermes::Content::LikeUnlike(Ln 646) - UGCLikeTask\"","ds"
"82285cc8","Hermes::Content::Flush(Ln 674) - UGCLikeTask","\"Hermes::Content::Flush(Ln 674) - UGCLikeTask\"","ds"
"82285cf8","Hermes::Content::ReportInappropriate(Ln 682) - UGCReportInappropriateTask","\"Hermes::Content::ReportInappropriate(Ln 682) - UGCReportInappropriateTask\"","ds"
"82285d48","Hermes::Content::IncrementPlayCount(Ln 689) - UGCIncrementPlayCount","\"Hermes::Content::IncrementPlayCount(Ln 689) - UGCIncrementPlayCount\"","ds"
"82285d93","`Failed to save buffer to cache!","\"`Failed to save buffer to cache!\"","ds"
"82285db4","Failed to allocate buffer!","\"Failed to allocate buffer!\"","ds"
"82285dd0","HTTPMemoryWriter content","\"HTTPMemoryWriter content\"","ds"
"82285dec","Success with empty buffer!","\"Success with empty buffer!\"","ds"
"82285e08","buffer for HTTPMemoryWriter","\"buffer for HTTPMemoryWriter\"","ds"
"82285e24","Cache Manager is NULL","\"Cache Manager is NULL\"","ds"
"82285e60","`anonymous-namespace'::STD_IOConvertToConsolePath(Ln 44) - Hermes::hCharType[]","\"`anonymous-namespace'::STD_IOConvertToConsolePath(Ln 44) - Hermes::hCharType[]\"","ds"
"82285eb0","RemoteLogDeviceProtocol::Log_V1","\"RemoteLogDeviceProtocol::Log_V1\"","ds"
"82285ed0","RemoteLogDeviceProtocol","\"RemoteLogDeviceProtocol\"","ds"
"82285ee8","SimpleAuthenticationProtocol::Authenticate_V1","\"SimpleAuthenticationProtocol::Authenticate_V1\"","ds"
"82285f18","SimpleAuthenticationProtocol::Authenticate_V2","\"SimpleAuthenticationProtocol::Authenticate_V2\"","ds"
"82285f48","SimpleAuthenticationProtocol::LoginWithToken_V1","\"SimpleAuthenticationProtocol::LoginWithToken_V1\"","ds"
"82285f78","SimpleAuthenticationProtocol::LoginWithToken_V2","\"SimpleAuthenticationProtocol::LoginWithToken_V2\"","ds"
"82285fa8","SimpleAuthenticationProtocol::Login_V1","\"SimpleAuthenticationProtocol::Login_V1\"","ds"
"82285fd0","SimpleAuthenticationProtocol::Login_V2","\"SimpleAuthenticationProtocol::Login_V2\"","ds"
"82285ff8","SimpleAuthenticationProtocol::Register_V1","\"SimpleAuthenticationProtocol::Register_V1\"","ds"
"82286024","SimpleAuthenticationProtocol","\"SimpleAuthenticationProtocol\"","ds"
